apartment_id,fecha,Review,RatingPrediccion
24298167,2018-06-27T04:00:00Z,"Great place, location and value! Very good service from all the staff! Place is in mint conditions, great location and powerfull A/C and WiFi",8
24298167,2018-07-30T04:00:00Z,"Great location 
Clean hotel",4
24298167,2018-08-20T04:00:00Z,Great location . Close to tourist attraction places. Hotel staff very cooperative,6
24298167,2018-08-22T04:00:00Z,"The host is ready to assist when you need Communication is not s problem as he has a good command of English. 
Hands down,  I would recommend this place to anyone I know",8
24298167,2018-09-05T04:00:00Z,Great location and great greeting,6
24298167,2018-09-15T04:00:00Z,We enjoyed our stay there. The only issue was the ride back to the airport. The driver was about 30 minutes late to pick us up. Be sure to give yourself lots of time,6
24298167,2018-09-22T04:00:00Z,"The host was very welcoming and hospitable, and organised cheap and punctual airport transfer for us. The hotel is located in an excellent place and was only a 4 minute walk from Istanbuls main sites, this allowed us to come and go as we pleased during the day. The rooms were very clean  and air conditioned and the beds were comfortable. The hotel is located off the main streets so it is nice and quiet in the evening. The view from the terrace is amazing and all the staff spoke brilliant English. We felt comfortable around the staff and also organised activities such as a Turkish bath through the hotel. The host was swift in responding to queries, I would definitely go back and recommend this affordable and comfortable hotel",9
24298167,2018-10-02T04:00:00Z,"Place highly recommended. Perfect location, perfect communication, perfect accomodation. If I would come back to Istambul, I will definitively repeat Artika Hotel. Thanks for everything",9
24298167,2018-10-20T04:00:00Z,"The hotel is an excellent location, really close to the blue mosque, the grand bazar and many restaurants,  the hotel staff will try to do as much to help you have a great stay",8
24298167,2018-10-23T04:00:00Z,"Artika Hotel was outstanding. The rooms were clean and nice. We liked the bathrooms especially. The personal attention of Salih Bey was remarkable. He gave us tips on sights and was there for us in all respects. Salih Bey - thank you!

I can recommend artika to everyone who wants to discover Istanbul",9
24298167,2018-11-23T05:00:00Z,Outstanding location and clean rooms. Easy to reach attractions. Nice host,8
24298167,2018-12-03T05:00:00Z,"Beautiful stay, very nice hotel, super helpful staff, perfect location :))
We enjoyed our stay and if in Istanbul again will absolutely stay at Artika hotel again :))
Highly recommand",6
24298167,2018-12-05T05:00:00Z,"Perfect location, clean, good hospitality, very kind staff. Highly recommended",8
24298167,2019-01-14T05:00:00Z,"Staff are extremely  helpful
Location is very convenient less than 5 minutes walk to blue mosque 
Breakfast is basic",7
24298167,2019-02-04T05:00:00Z,"I would wholeheartedly recommend Artika to anyone. Communication was spot-on, the staff friendly and helpful to a fault, cleanliness was acceptable and the location just right. Being a 20 minute walk away from the Blue Mosque meant that we were never disturbed by the early morning call to prayer - so many reviews mention how noisy it can be. The beds were comfortable and we slept well. Breakfast was more than adequate, in fact, everything exceeded our expectations for a hotel in this price bracket. Salih and his team are able to arrange anything and provided us with good advice and tips on what and what not to do. We were travelling with my elderly mother who has mobility issues but she managed the location without difficulty: turn left out of the hotel up the steep hill and keep climbing until you hit the street with trams OR turn right and walk to the mosque along mostly level roads then walk back up the tram road from the Blue Mosque and then down to the hotel - easy. And DO check out the newly opened Roman cistern  just up the hill. Discovered in 2010 it is smaller than the Cistern Basilica but equally impressive and the crowds havent discovered it yet; we were the only visitors to this vast underground space with towering columns",9
25104214,2018-07-12T04:00:00Z,"Although the house is new and nicely located, the listing is inaccurate, and the hosts did not have the place prepared for guests. We were clearly their first guests. After a delayed check-in, we were greeted by broken window shutters and air conditioning units that didnt function. The apartment lacked the WIFI, laptop friendly work space, and washer/dryer units which are included in the listing. The hosts behaved more like landlords and did not apologize or go out of their way to help us when problems came up. They only reluctantly put a bed frame in the second bedroom (I had to insist, repeatedly). They refused to compensate us for the WIFI we were forced to purchase, although WIFI was on the apartment listing. We later found out that the TV was not set up either, so we couldn",3
25082056,2019-01-01T05:00:00Z,"Thanks again Ozgur for our stay in your flat. We instantly felt at home. I loved your decoration taste! We had the biggest room of the flat, really bright with really confortable bed. And we were lucky enough to be alone to enjoy this huge apartment! Everything you need is there, bathroom and kitchen are both well equipped. The area is very safe, and only a few minutes away from Osmanbey metro. We didn",8
251414,2012-01-06T05:00:00Z,"I had a very nice trip to Istanbul. The apartment is very nice and you feel like at home in there. The location is just perfect, you can walk to taksim in 5 minutes. I really liked the place a lot",8
24845400,2019-01-06T05:00:00Z,"The apartment is exactly as described – spacious and welcoming. It was very well-equipped. We highly recommend it. Semih was always very responsive, and we had a very pleasant week",9
24527330,2019-01-30T05:00:00Z,Really nice,4
24755982,2019-01-10T05:00:00Z,very great experience with Turkish family. actually I could not find words to describe the family,6
24960259,2018-09-08T04:00:00Z,It was great appartment,4
25239252,2018-09-16T04:00:00Z,"Amazing host. I was able to book the same day and last minute and was able to check in 20 minutes later. Great place, i would recommend",8
2432138,2015-03-31T04:00:00Z,"Great stay, great host! Perfect location! Everything was perfect in this wonderful city",8
25248977,2019-01-22T05:00:00Z,"Fantastic place with everything you need! Small convenience stores are less than 20 metres from your doorstep, and restaurants are a short 5minute walk. The room was spacious and clean with a perfectly designed bathroom. Even though temperatures were freezing outside, the room was well insulated without me having to adjust anything. Omer and his staff were extremely friendly and helpful throughout the entire trip",9
24652972,2018-07-08T04:00:00Z,The place was really nice and enjoyable,6
24652972,2018-07-21T04:00:00Z,It is a great place to stay! Can is cool and extra helpful. Can went an extra mile in driving us and showing us around. The kitchen and the bathroom were filled with all the essentials. We would love to stay here again sometime in the future. Special thanks to Cans parents who were sweet and generous and also went an extra mile by bringing us snacks and cooking us food. I highly recommend Cans apartment for anyone visiting Turkey,8
24652972,2018-11-02T04:00:00Z,Thank you very much to the host. It was a very nice stay,5
24652972,2019-01-25T05:00:00Z,Very nice place,5
25277573,2019-01-05T05:00:00Z,"The location of the house is very good, and the flat is quite comfortable in general. We did not have any problems with the overall cleanliness. \nHowever the house did not have some of the simple basic things like garbage bags or a hand towel for kitchen or the bathroom -(big towels were provided as promised). The water for the shower did not heat properly unless we increased the temperature from the CV-kettle (the big heater), which we had to figure out ourselves. These things did not matter too much in the end but we felt like the host could have been more thoughtful about them.\n\nThe communication could have been definitely better before we checked-in. Until the last moment we (like 1 day before or so) we did not get further information on the flat. I messaged the host a few times asking questions about check-in times etc. and it was quite hard to get an answer. We did not have a problem after we checked-in",6
2538085,2014-03-24T04:00:00Z,"Apartment was as described, clean and quiet, located in a safe family-like neighborhood and ideal for visiting stanbul. Eda is really nice and make you feel like at home.

If you go to Istanbul there is no other places where you want to stay",9
2538085,2014-04-15T04:00:00Z,"I should say with the full resposibilty that it was the best hosts i had ever hosyed.
Eda was so friendly and helpful that that i have no words. She is very intelligent and interesting personalities,  i am very thankful for her. The room was very was so lovely every thing is enought fo me, it was very clean and nice. Eda flat is the place of good energy and love. Location is also great near to all public transportation. I am really lucky, see you Eda welcome to Egypt, many thanks to you and all spesialy Ozge",8
25570581,2018-08-12T04:00:00Z,"There was hospitality and a beautiful view, but the house is somewhat old and could benefit from a more thorough and stylish renovation. Thank you",6
25570581,2018-08-25T04:00:00Z,"“Did you decide whether or not to book it, my love,” he said, “because the host, Seluk, is so kind and with his lovely conversation, it was wonderful.”

Thank you very much, sister, it was great to meet you",1
25570581,2018-10-14T04:00:00Z,Nice people,3
25570581,2018-10-28T04:00:00Z,"The room and bed linens were not clean, it was an old and neglected environment. The room overlooking the view didn’t have a bathroom – the bathroom rooms were windowless and gloomy. I didn’t feel comfortable",2
25570581,2018-10-30T04:00:00Z,"Seluk is genuinely a very anxious person and was incredibly helpful to us. He arrived much later than expected and, anticipating we wouldn't have anything to drink, offered us water. He suggested having breakfast on his terrace and helped us find the places we were going to visit on the island. The location was also very convenient, only 5 minutes to the pier, making arrivals and departures very easy. However, the streets are dark in the evenings, but that’s something easily resolved with a phone flashlight",8
25541515,2019-01-02T05:00:00Z,Very good neighborhood and clean apartment. Good hospitality,8
25484862,2019-02-02T05:00:00Z,"The location is very beautiful, facing one side of the Galata Tower and the sea. Mr. Zgr provided very understanding and quick responses before our stay, sending us a small message about how to get there in case we needed information like “how to get there”. The house was clean; the bathroom is small but not cramped. When a problem occurred, we immediately messaged Mr. Zgr, and he responded instantly and was helpful. We thank him for his attention and care",9
25723457,2018-07-08T04:00:00Z,"Stay at the flat was quite pleasant and communication was pretty good with Aysegul and Ferhat. Flat was clean, apartment is quite stylish.There was a security at the main door (7/24)which makes the place quite safe. Around the flat, there are local shops. You barely see tourists and that is a good place to enjoy real local Istanbul experience",8
25723457,2018-10-02T04:00:00Z,"We thoroughly enjoyed our stay at Ferhat (Ayegls husband) and Ayegls lovely apartment. It was much more spacious than we expected, and Ferhat and Ayegl were kind and lovely hosts. Their flat is in a secure (site) area with 24/7 security who were kind and vigilant. And its really close to a large nearby mall as well. (We had a car, so Im not sure how easily accessible it is without a car, but I assume its not too difficult.) By car its 15 minutes from the Ataturk airport (IST) so it made coming and going from there a cinch! 

Their place is comfortable and spacious and what you see in the pictures are just a small but good glimpse of their place. We highly recommend staying with Ferhat and Ayegl",9
25845370,2018-06-24T04:00:00Z,The host canceled this reservation 13 days before arrival. This is an automated posting,1
25845370,2018-07-05T04:00:00Z,"Ezgis place is 10/10. The flat is really beautiful, it is in a central location- close to everything and in a very safe and nice neighborhood. Ezgi is also a perfect host- she helped us with everything and her hospitality is outstanding! We really recommend this place for everyone to stay in Istanbul. Thank you Ezgi",1
25829784,2018-11-26T05:00:00Z,Awesome location and great hospitality,6
25819967,2018-06-16T04:00:00Z,The host canceled this reservation 15 days before arrival. This is an automated posting,1
25819967,2018-10-05T04:00:00Z,Very cool location and wonderful owner))). I can strongly recommend this place,6
25819967,2019-01-27T05:00:00Z,Size of space for the worth is amazing in a fantastic and lively area of kadiky. Plus Dicle is a Vegan chef,2
25819967,2019-02-11T05:00:00Z,"Dicle was a helpful host and responded very quickly. The house is in a very quiet and peaceful location. It’s clean, tidy, and minimalist. It was a very comfortable stay, and it will definitely be one of my first choices if I visit again",9
25881010,2018-08-20T04:00:00Z,My family stayed at Sin and were really pleased with everything! Sin was helpfull during the stay and quick to answer messages,1
25794804,2019-02-03T05:00:00Z,"We stayed 4 nights and the location of place was perfect. Within 5min you could reach any tourist destination. Rooms were clean, cleaning ladies were really nice, provided breakfasts were full range of choices. Also it was nice, that we could use private shuttle to go back to airport straight from this place",9
25865052,2019-01-08T05:00:00Z,"Super helpful host. He totally went out of his way to help us find a taxi and helped carry our bags to it as well. His response/communication was always clear and quick. His hotel is walking distance to isteklal caddesi, galata tower, and all the shopping Beyolu has to offer. Loved it",9
25956760,2018-08-04T04:00:00Z,The host canceled this reservation 7 days before arrival. This is an automated posting,1
26060837,2018-06-27T04:00:00Z,"Evrim tatl, cana yakn, dnceli bir insan, evsahiplii de iyiydi. ok ksa sre kaldm ve kendisiyle sadece ksa bir sohbet ettiim iin daha fazla ey syleyemiyorum. Ama ok iyi davrandn syleyebilirim. Evi de zevkli dekore edilmi, tarz olan tam bir gen evi. Lokasyon da ok iyi. Genel itibariyle tavsiye edebileceim bir yer. // I would definitely recommend you to stay with Evrim. She is a nice and helpful person. Although I had a really short time at her place, I feel pleased overall. Regarding location, it is perfect. And the apartment is decorated tastefully",7
26885396,2019-01-29T05:00:00Z,"Host - Seranad and co host Banu were very helpful and prompt in their contact via (Hidden by Airbnb) before and during our stay.\nFlat - pictures of the flat are accurate. the flat is stylish and a nice space. unfortunately some occassional noise from neighbours and street noise.\nLocation - the flat is located up 5 flights of narrow stairs, no lift. make sure you press the button in the hallways to turn the light on. the building is also up a hill. the flat is approximately 10 minutes from the bus station, 2 minute walk to coffee shops, takeaways and other amenities. we felt this was a nice area of kadikoy to stay away from the more busy areas, though still very close to local amenities",8
26925918,2018-08-28T04:00:00Z,"The location is very convenient, near from Taksim Square. The building is easy to find. The hospitality of the host is great",8
27452326,2018-08-09T04:00:00Z,"The photos have absolutely nothing to do with the accommodation.

Fuir",2
27003273,2018-12-21T05:00:00Z,"The room is spacious, bright, with a balcony. At night its not noisy from the street ... near to Istiklal Street. The room is cold, the heating is low. The bathroom is not clean",4
26701226,2019-01-06T05:00:00Z,"Nice appartment, well located near public tranportations (vapur and metro/tram).\nEren is very helpful",8
26842020,2018-09-01T04:00:00Z,I love organization. I loved Leo,1
26712529,2018-08-24T04:00:00Z,"Sefas place is comfortable for a small family with a child. A baby crib will be provided when requested. The location is also convenient, just walking distance to Taksim and to the airport bus station (Havabus) and to the metro station. You have to be ready to walk uphill though when leaving the house since it is located in a small neighborhood. There is a small bakery right infront of the house, very convenient to grab fresh bread and a bit of grocery. Sefa responsed to every query we have even just to borrow an adapter from him. I also like the fact that we are provided with a small vacuum cleaner, so its a breeze cleaning up since its a small space. Thank you Sefa, we appreciate your hospitality",9
26712529,2018-08-31T04:00:00Z,wonderful location near taksim square and istiklal street,6
26712529,2018-10-02T04:00:00Z,"Thank you for everything , i recommend him highly",4
26712529,2018-10-12T04:00:00Z,An excellent apartment; I highly recommend it,6
26342532,2018-10-05T04:00:00Z,"Mustafa has been a great host from the get go. Both Mustafa, and his co-host, Alen, were very responsive to our queries starting with our reservation. Mustafas home is at a very central and safe location, just 5 minutes from the metro station, and next to a main street full of cafes and groceries. Also, his home is fully decorated with modern paintings, so if you like art, you wont regret your stay. At last but not least, his apartment is sparkling clean with amenities to fulfill all your needs. Thank you so much for everything",1
26405954,2019-02-15T05:00:00Z,Thank you perfectly for everything and for the excellent facilities,2
27383511,2018-08-13T04:00:00Z,Extraordinarily helpful!! Even on short notice,8
26669415,2018-07-16T04:00:00Z,"Fatima is very friendly, kindness and helped us a lot in the city. The room is very good also. Thank you",8
26669415,2018-08-24T04:00:00Z,"Warning: photos are not real, room  is different. The only thing that is good in this place - it is really close to the main sights, about 10-15 minutes walk. 
But : 
small room has three single beds and a drawer in it, and one of the beds  is broken. 
AC is broken seems ages ago. It is really stiffed air there with a smell of old house  and room does not even have  a fan! Barely you can sleep well there. 
Hostess didnt bother to change linens. So we slept at dirty bed shits and pillows. Also there was definite lack of towels.
Bathroom is absolutely need a massive repair. Such amount of mildew I havent seen long time",2
26789870,2018-07-26T04:00:00Z,"The apartment is spacious and clean. There is everything you need. The location is great, in the center of Beikta ( a very vibrant and hippy neighborhood but the apart is a bit of an uphill) . It is close to public transport (buses and mini buses can easily take you anywhere). Lots of restaurants and supermarkets within a walking distance from the apt. We stayed with Selen",8
27226157,2018-09-07T04:00:00Z,The host canceled this reservation 7 days before arrival. This is an automated posting,1
27226157,2018-10-04T04:00:00Z,"The elevator doesn’t go up to the room’s floors, and for a family with children, it was just barely manageable to climb the narrow stairs",2
27226157,2018-12-23T05:00:00Z,"Beautiful, feels like a home away from home :3 easy to find",6
2682827,2015-12-01T05:00:00Z,"Saim was great host. We got lost on our way to apartment, but Saim was helpful and picked us on place we were at. Apartment is big enough, but bed in kitchen is suitable for only one person because it",6
27156997,2019-02-17T05:00:00Z,The communication and attention were especially good from the beginning. It’s a lovely apartment in a great location and very clean. Thank you very much,8
2724572,2015-09-15T04:00:00Z,A great oasis tucked away. Yet so close to public transport.\nA truly fantastic place to stay with a wonderful array of toys for my son,8
27156355,2018-09-05T04:00:00Z,It’s much nicer than it looks in the photos and very clean. The host is really good and very hospitable,8
27156355,2018-09-08T04:00:00Z,"The location is great and it’s even nicer than it looks in the pictures. The host is very good. If you’re planning a quiet and peaceful holiday, you could definitely choose this place",8
27156355,2018-09-09T04:00:00Z,"This is a truly magnificent house, with incredibly delicate touches – it’s like a sort of art gallery. I didn’t have much time for conversation with Nilfer Hanım, but everything flowed naturally anyway. Her cat, Zeynep, is a real character and perfectly suited to the place. I highly recommend it.

Can zkozac",9
27156355,2018-10-15T04:00:00Z,The host canceled this reservation 13 days before arrival. This is an automated posting,1
27156355,2018-10-21T04:00:00Z,"Location is great with a sea view.if u would like to enjoy the silence and piece, here is the right place",8
27156355,2018-11-12T05:00:00Z,"It was good, I was very grateful. I recommend it to everyone for a relaxing stay",6
27156355,2018-12-30T05:00:00Z,"We left feeling very pleased with Nilfer, the host, and her home. Thank you very much for everything",6
27156355,2019-01-01T05:00:00Z,"Nilfer Hanım, harika bir ev sahibi. Evinde çok mutlu ve çok huzurlu iki gün geçirdik. Kendisi bizi hem candan karşıladı hem de her konuda yardımcı oldu. Evin konumu oldukça ideal, hem çok tepede hem de tam rafta değil. Ada ara kullanılması olmaması ve körfez olmaması sebebiyle tam istediğimiz gibi sakin iki gün geçirdik. Yılbaşı için İstanbul’daki kutlama seçenekleri mevcut olmasına rağmen tercih etmedik. Evde Nilfer Hanım ihtiyacınız olabilecek temel malzemeleri (havlu, ampul, kurutma makinesi, mutfak ara gereci vb.) size veriyor. Diğer ihtiyaçlar için raftaki marketlere ulaşmak çok kolay. Evin balkonu çok keyifli, manzarası insanın içini alıyor. Elektrik sobas olmamasına karşın, elektrik sobasyla çok rahat şömineyor. Wi-Fi de çok iyi çalışıyor. Evde Zeynep ve Tarık adında iki kedi var, ikisi de çok uysal ve sevimli çocuklar. İstanbul’a bu kadar yakın olup, kalabalıktan ve gürültüden bu kadar uzak olmasından dolayı, Nilfer

Herey Iin wrote to me, wanting to see you again, dear NIlfer Hanım",9
27156355,2019-01-23T05:00:00Z,"Its a really magic place, winter time possible filing like you are the owner of island, because its looking like nobody then you. The sunrises from the balcony with panoramic sea view, silence and cosmic peace and love and care the owner of house and them gentle cats and cosiness artistic homs comfort make you clean and happy. Hope to come back one day",6
28106504,2018-11-23T05:00:00Z,"Thank you for the amazing hospitality Ali and Sedat! I enjoyed the time and definitely will choose this apartment next time with the nice view to the Marmaray Sea, clean and comfortable, strategic location, very close to Kazleme metro station, and not far from the airport",8
28153529,2019-02-16T05:00:00Z,"We stayed almost a week at Buras place and it was perfect! You can walk everywhere from this location, nice little bakery and supermarket just next door. The apartment is great, it is more than enough space for 3 people! Bura responded always super quickly and was super flexible with check in and check out! Thanks a lot",9
28603723,2018-12-02T05:00:00Z,"Her was excellent, Bekita is the best place you can stay at this price",2
28603723,2018-12-29T05:00:00Z,The host is really helpful and accommodating :) so great to stay at this place... the accommodation is clean and value for money,8
28997335,2018-12-18T05:00:00Z,"the place was amazing as it was near to the center, the host is perfect and ready to help anytime of the day for any issue starting from wifi to caching taxi outside, when needed even helping by its own car. Just love the place and appreciate the host. Highly Recommended",9
28307606,2018-10-11T04:00:00Z,"A nice, kind, cultured host. The home is quite clear and comfortable. Thanks for everything",8
28307606,2018-11-15T05:00:00Z,"Very good hospitality and a safe location. It’s close to the bus station, public transport, shops, banks, and restaurants – just a 5-minute walk. The room was big enough and clean, the bed was comfortable, and the Wi-Fi worked without problems. Sebnem is a kind, friendly, and helpful girl. She was very helpful with travel suggestions and places I wanted to visit. I highly recommend it",8
28307606,2019-01-29T05:00:00Z,"The host, Gleryzl, is a polite and considerate woman. I felt just like I was at home. In fact, I felt better than at my own home. Thank you, Ebnem. Besides that, the property’s location is very good. The apartment is clean and well-maintained. The room is large and has everything you could possibly need",8
28307606,2019-01-31T05:00:00Z,"ebnem sper bir evsahibi. evi ok temiz ve konforlu. evin konumu da gayet merkezi. sahile, caddeye yuruyerek ulasabilirsiniz. sebnem is a super host. her house is clean and comfortable. also, the house is near seaside and the main street. you can get there by walking",6
290608,2015-10-26T04:00:00Z,"The neighborhood is excellent! It’s very cute and charming. It’s really strategically located. I booked it thanks to the comments from other users, just like me, who had a very good stay",8
29274583,2018-10-29T04:00:00Z,"This is a wonderfully clean house that perfectly meets your accommodation needs. Gleryzl is a hospitable and welcoming host.

It was in a rather run-down area. Those who aren’t familiar with the area won’t find it particularly difficult. We were satisfied and recommend it. You can comfortably choose it",8
27675306,2018-08-21T04:00:00Z,"Loved it here. Charming and spotless little studio-flat in a scilent corner of Beikta.  Excellent wifi, clean and practical kitchen. Dilara was superfriendly, quick to respond and helpful with information about the city.  I will look for this flat next time im in Istanbul",9
27675306,2018-09-10T04:00:00Z,"The host was incredibly responsive and very friendly and kind. The house is beautiful and comfortable; you have pretty much everything you need. We felt like we were at home. The location is very central, making it really easy to reach everything. We would definitely want to stay there again on our next trip to Istanbul. We recommend it",9
27675306,2018-09-21T04:00:00Z,"Dilara was very kind and welcoming. The house is quite central, clean, and adequate. I would definitely choose it again if I were to visit it one more time",8
27675306,2018-09-25T04:00:00Z,"Great location,  clean and beautiful place, lovely person",8
27675306,2018-10-23T04:00:00Z,The host canceled this reservation 13 days before arrival. This is an automated posting,1
27675306,2018-11-26T05:00:00Z,"Considering its location and price, this is a rare apartment – the host was particularly helpful, especially regarding the schedules. I’ll definitely be returning to stay in Istanbul as long as he’s available",8
27675306,2018-12-20T05:00:00Z,"It was a clean, comfortable, and lovely house, and it had everything we needed. The house is located in the heart of Nanjing, but on a quiet street with no traffic (ideal for those sensitive to noise). We were very pleased with it and would definitely recommend it",9
27675306,2019-01-02T05:00:00Z,"The places location cant be beat. Its in the most amazing neighborhood, close to other interesting parts of the city and in walking distance to some of Istanbuls best cafes, breakfast places and restaurants. We were truly happy and grateful to be in Dilaras apartment because the location made our stay so much nicer. The beds were very comfortable after our long days spent walking around. Bedsheets and towels were clean which made it easy to feel at home. Lots of storage space in case you stay longer. Very good and reliable high speed internet, equipped kitchen for your basic needs, cozy living room! Everything was amazing. Dilara gave us amazing recommendations whenever we needed help or had questions about things in the area. She was always in reach and responded quickly every time we needed to ask a question. Truly one of the best hosts out there! Thank you Dilara :)

My only criticism is that in the bathroom, either the sink or the shower drain was giving off an odor that made it a bit smelly. Im sure it can be easily fixed though",8
27942191,2018-09-29T04:00:00Z,At redas place you will notice how friendly he is and help you as best as he can,6
29354797,2019-02-18T05:00:00Z,"Great location (near the center of Besiktas but still quiet), the flat was clean, cozy, and had everything we needed. I would be happy to stay there again",8
27569464,2018-09-14T04:00:00Z,"For someone like me, this is in the Tuzla Organized Industrial Zone",1
28252566,2019-01-20T05:00:00Z,Great location and was greeted by Bora to check in. Issue with kitchen light was dealt with. Apartment had everything needed for my 2 week stay. Only downside for me was the lift not working (Im so unfit) would recommend and stay there again,8
28475232,2018-10-09T04:00:00Z,"Really enjoyed our stay here. It is an entire studio, not a room in an apartment as said on the listing. 
The neighbourhood is really interesting and close to cool taksim bars and restaurants. 
Communication and check in was a breeze the hosts are helpful! 

Very secure as well highly recommend",8
29673222,2019-02-04T05:00:00Z,"We had an amazing stay at ahins place, the offered  hospitality is out of this world.  His mom is a real sweetheart - happy I could improve my Turkish with her! The location is the bomb - just around the corner from the Kadiky bull (Kadiky is the best neighborhood in Istanbul in my opinion)... bathroom not super clean (only dust but hey, fair to mention it) but definitely good value for money - totally recommend this place and ahin as a host! Thanks a lot",6
2787408,2018-09-06T04:00:00Z,The host canceled this reservation 2 days before arrival. This is an automated posting,1
28629954,2018-10-10T04:00:00Z,This was a terrible experience; the host had bizarre behavior,1
28881505,2018-12-29T05:00:00Z,I feel so grateful for having stay at Gulben,2
29249672,2018-10-30T04:00:00Z,"Busra was a very lovely and helpful host. She gave us a lot of great places to visit and was always quick to respond to our messages. The apartment was really cool, clean and cosy for 2 people however the bed was quite small for 2 people - but Busra kindly let us have her bed without any issues and paid for us to get a Turkish sim for wifi as it was not working. She resolved any issues we had and we really enjoyed our stay. Location was very convenient too. Thanks again",9
29249672,2018-11-06T05:00:00Z,Amazing person and place,6
29249672,2019-01-04T05:00:00Z,"This lovely, simple but not boring apartment is well-maintained and clean. The location is perfect and very quiet. It’s truly the best place to experience Istanbul in an authentic way. The host is also a beautiful person, very helpful and always available… definitely someone who can further enhance a visit to their city :) Highly recommended",9
29249672,2019-01-25T05:00:00Z,Perfect location in Istanbul,6
28066479,2019-01-05T05:00:00Z,"The place was super clean with great location, ceren was fast responding and made every thing clear ,  dont hesitate to book ceren place \nHighly recommended",9
29144682,2018-12-14T05:00:00Z,"When I came to Merts home, he welcomed me really well and when I enter the house Its amazed me and its even better than the pictures.House has the best location of Istanbul for sure!! I had private room and bathroom .House was super clean and its cleaning in a routine. I felt like my real home I stayed fiftheen days.\nMert was super friendly I felt like I know him from a long time ago. He was always helpful honest and respectful. He even introduced me with his kind friends.I can ask everything to Mert easily.\nI feeling so lucky to know Mert and If I came to Istanbul again I really want to stay and see the Mert again \nThank you for everything my friend\nKeep in touch",1
27794194,2018-10-27T04:00:00Z,"Idil has been a great host: very friendly, she showed me around the city and we all went out together. The view from the flat amazing, and I used flat to work and have online calls. Recommend",8
27794194,2018-12-24T05:00:00Z,"Thank you so much, I felt very comfortable. I would definitely book again. Simply excellent! Highly recommended. Thank you, Idil",8
28911645,2019-01-20T05:00:00Z,"very hospitable host, friendly and helpful. 
clean and tidy place",8
29332500,2018-11-06T05:00:00Z,The host canceled this reservation 49 days before arrival. This is an automated posting,1
29358615,2018-11-18T05:00:00Z,"It was a lovely canal house, very well-maintained and cared for by a positive and welcoming host. The property was clean and in a good location. It was even better than I expected, and I would definitely recommend it; I would also happily book it again. Thank you endlessly",8
29432887,2018-11-03T04:00:00Z,"Devrim was a very friendly and welcoming host. The room was smaller than we expected, but it was clean and tidy outside, and the location was perfect",6
29562736,2019-02-03T05:00:00Z,"Great location, a comfortable and beautiful house",7
28378655,2018-12-29T05:00:00Z,"The three-bedroom apartment is in a very central location, and a bus stop is right outside the house. The apartment was very clean, and we didn't lack anything. It had Wi-Fi with Netflix, a washing machine, a hairdryer, an ironing board, and much more. Kadir checked in on us every day and was very helpful if we needed anything. Overall, everything was perfect",1
293754,2018-11-25T05:00:00Z,A nice place to stay with complete facilities. Easy access through metro,6
27586912,2018-09-27T04:00:00Z,"The accommodation completely met my expectations. It was spotless and very cozy. The area around Balat is equally beautiful, with a huge number of small cafes and restaurants. As a woman, I felt very safe and comfortable. I thank the hosts and recommend this accommodation to everyone",8
27586912,2018-12-22T05:00:00Z,great location. Balat is an amazing area. great hospitality. we will be back,8
28848228,2018-10-10T04:00:00Z,"I am highly recommending to everyone, so much better than I expected.spacious room with beautiful lake and sea view",8
27624168,2018-08-13T04:00:00Z,The host canceled this reservation 2 days before arrival. This is an automated posting,1
28055051,2018-09-04T04:00:00Z,"Everything was great! Ugur, thank you for your hospitality and quick response on our last minute request. Location is great, place is clear and nice, we liked to stay there",8
28055051,2018-09-05T04:00:00Z,Nice place,4
28055051,2018-09-22T04:00:00Z,"Uur is a very nice host, The house is clean and has a very good emplacement. I recommend",8
28055051,2018-09-23T04:00:00Z,"Everything was! Nice location, fast check-in, fast answer via messenger",8
28055051,2018-10-19T04:00:00Z,"perfect location, very friendly people, good space",6
28055051,2018-11-12T05:00:00Z,Great location in the center of Fatih! Tram station near the house. 800meters from the metro station Aksaray (to the Ataturk Airport). Uur is sociable and responsible person. Recommend,8
28055051,2018-12-09T05:00:00Z,The location is very good. Uur was polite and delicate to never disturb us that made us feel comfortable at the room. There were no enough linens and the couches are actually small so two people wont feel comfortable on one. Nevertheless we had an opportunity to enjoy our evening with a cup of tea and the Netflix which was pleasant enough,6
28214469,2018-09-16T04:00:00Z,All the help that the host can possible fetch for you,2
29110619,2018-11-02T04:00:00Z,Cozy and clean rooms. I loved and you can trust to Enes definitely! Everything was good for me,8
27523761,2019-02-09T05:00:00Z,Had a great stay at Sheyls. His flat is nice and clean with lots of natural light and space. He was very accommodating and great at communication. Would recommend to others. Thanks Sheyl,8
27791633,2018-09-08T04:00:00Z,The habitat was great. We were met by Yonca,5
27873052,2018-10-05T04:00:00Z,was nice to me,2
27873052,2018-10-20T04:00:00Z,"You can count on a helpful and accommodating host; you can stay here feeling like you're in your own home, with no problems at all",8
27873052,2019-01-11T05:00:00Z,It was shortly stay about an houres but good,4
27873052,2019-01-26T05:00:00Z,"Daniz was a great host. She was very thoughtful and she is a wonderful lady.
I would defiantly stay at her place and for sure I recommend it to everyone one. Great value .
I thank her for letting me staying at her place",8
28432923,2019-02-03T05:00:00Z,The location is really nice,6
